year,month,province,tmin
2024,2,Ratchaburi,22.571200000000005
2024,3,Ratchaburi,24.2672
2024,4,Ratchaburi,26.060800000000004
2024,5,Ratchaburi,25.248800000000003
2024,6,Ratchaburi,24.300000000000004
2024,7,Ratchaburi,23.700800000000005
2024,8,Ratchaburi,24.1744
2024,9,Ratchaburi,23.875200000000003
2024,10,Ratchaburi,23.975600000000004
2024,11,Ratchaburi,22.7852
2024,12,Ratchaburi,20.822000000000003
2024,1,Rayong,23.28715083798883
2024,2,Rayong,24.43072625698324
2024,3,Rayong,25.559217877094973
2024,4,Rayong,27.58603351955308
2024,5,Rayong,26.525698324022347
2024,6,Rayong,26.39329608938548
2024,7,Rayong,25.208938547486035
2024,8,Rayong,25.483798882681565
2024,9,Rayong,24.90837988826816
2024,10,Rayong,24.137430167597767
2024,11,Rayong,23.387150837988827
2024,12,Rayong,22.04245810055866
2024,1,Roi Et,18.68756613756614
2024,2,Roi Et,21.529629629629635
2024,3,Roi Et,23.49761904761905
2024,4,Roi Et,28.342328042328045
2024,5,Roi Et,25.990740740740744
2024,6,Roi Et,25.78518518518519
2024,7,Roi Et,24.65740740740741
2024,8,Roi Et,25.34021164021164
2024,9,Roi Et,24.58359788359789
2024,10,Roi Et,23.29973544973545
2024,11,Roi Et,20.742328042328047
2024,12,Roi Et,17.832010582010586
2024,1,Sa Kaeo,20.902453987730063
2024,2,Sa Kaeo,23.256748466257672
2024,3,Sa Kaeo,24.302760736196323
2024,4,Sa Kaeo,27.0819018404908
2024,5,Sa Kaeo,25.20306748466258
2024,6,Sa Kaeo,25.335276073619635
2024,7,Sa Kaeo,24.1978527607362
2024,8,Sa Kaeo,25.03773006134969
2024,9,Sa Kaeo,24.35306748466258
2024,10,Sa Kaeo,23.87822085889571
2024,11,Sa Kaeo,22.18466257668712
2024,12,Sa Kaeo,20.01042944785276
2024,1,Sakon Nakhon,16.581209503239744
2024,2,Sakon Nakhon,19.507559395248386
2024,3,Sakon Nakhon,21.07278617710584
2024,4,Sakon Nakhon,26.597192224622034
2024,5,Sakon Nakhon,25.647516198704107
2024,6,Sakon Nakhon,25.681425485961128
2024,7,Sakon Nakhon,25.12181425485961
2024,8,Sakon Nakhon,25.197192224622032
2024,9,Sakon Nakhon,23.96155507559396
2024,10,Sakon Nakhon,22.10712742980562
2024,11,Sakon Nakhon,19.171706263498923
2024,12,Sakon Nakhon,15.724622030237583
2024,1,Samut Prakan,23.84130434782609
2024,2,Samut Prakan,24.697826086956525
2024,3,Samut Prakan,26.18478260869565
2024,4,Samut Prakan,27.83913043478261
2024,5,Samut Prakan,26.60434782608696
2024,6,Samut Prakan,26.41956521739131
2024,7,Samut Prakan,25.473913043478262
2024,8,Samut Prakan,26.05869565217392
2024,9,Samut Prakan,25.31304347826088
2024,10,Samut Prakan,25.208695652173915
2024,11,Samut Prakan,25.050000000000004
