year,month,province,tmax
2024,8,Ratchaburi,32.312400000000004
2024,9,Ratchaburi,31.9444
2024,10,Ratchaburi,31.8904
2024,11,Ratchaburi,31.7052
2024,12,Ratchaburi,30.9676
2024,1,Rayong,33.50502793296089
2024,2,Rayong,34.00782122905028
2024,3,Rayong,34.19553072625698
2024,4,Rayong,36.11899441340782
2024,5,Rayong,34.13798882681564
2024,6,Rayong,33.207821229050275
2024,7,Rayong,31.73519553072626
2024,8,Rayong,32.27988826815643
2024,9,Rayong,31.98882681564245
2024,10,Rayong,32.1072625698324
2024,11,Rayong,32.9586592178771
2024,12,Rayong,32.02625698324022
2024,1,Roi Et,32.20132275132275
2024,2,Roi Et,35.108201058201054
2024,3,Roi Et,36.128042328042326
2024,4,Roi Et,39.9952380952381
2024,5,Roi Et,35.83994708994709
2024,6,Roi Et,34.13835978835979
2024,7,Roi Et,32.25449735449735
2024,8,Roi Et,32.74444444444444
2024,9,Roi Et,31.921164021164024
2024,10,Roi Et,32.210317460317455
2024,11,Roi Et,32.10238095238095
2024,12,Roi Et,30.193121693121693
2024,1,Sa Kaeo,33.28895705521472
2024,2,Sa Kaeo,35.66993865030675
2024,3,Sa Kaeo,35.97361963190184
2024,4,Sa Kaeo,38.44018404907976
2024,5,Sa Kaeo,35.059815950920246
2024,6,Sa Kaeo,34.23865030674846
2024,7,Sa Kaeo,32.191717791411044
2024,8,Sa Kaeo,32.989263803680984
2024,9,Sa Kaeo,32.05552147239264
2024,10,Sa Kaeo,32.09907975460123
2024,11,Sa Kaeo,32.353067484662574
2024,12,Sa Kaeo,31.22085889570552
2024,1,Sakon Nakhon,30.389200863930885
2024,2,Sakon Nakhon,32.72548596112311
2024,3,Sakon Nakhon,33.644276457883365
2024,4,Sakon Nakhon,37.990496760259184
2024,5,Sakon Nakhon,34.87041036717063
2024,6,Sakon Nakhon,33.42030237580994
2024,7,Sakon Nakhon,31.93801295896328
2024,8,Sakon Nakhon,32.0805615550756
2024,9,Sakon Nakhon,31.299136069114475
2024,10,Sakon Nakhon,31.76436285097192
2024,11,Sakon Nakhon,31.19568034557236
2024,12,Sakon Nakhon,28.64341252699784
2024,1,Samut Prakan,33.40652173913043
2024,2,Samut Prakan,34.10652173913044
2024,3,Samut Prakan,34.608695652173914
