year,month,province,ws
2023,5,Nong Bua Lam Phu,1.6267676767676769
2023,6,Nong Bua Lam Phu,1.5237373737373736
2023,7,Nong Bua Lam Phu,1.636868686868687
2023,8,Nong Bua Lam Phu,1.4914141414141415
2023,9,Nong Bua Lam Phu,1.213131313131313
2023,10,Nong Bua Lam Phu,1.183838383838384
2023,11,Nong Bua Lam Phu,1.323737373737374
2023,12,Nong Bua Lam Phu,1.5106060606060607
2023,1,Nong Khai,1.5106918238993712
2023,2,Nong Khai,1.7245283018867923
2023,3,Nong Khai,1.7503144654088052
2023,4,Nong Khai,1.848427672955975
2023,5,Nong Khai,1.779245283018868
2023,6,Nong Khai,1.380503144654088
2023,7,Nong Khai,1.6037735849056605
2023,8,Nong Khai,1.4452830188679249
2023,9,Nong Khai,1.3672955974842769
2023,10,Nong Khai,1.6352201257861636
2023,11,Nong Khai,1.380503144654088
2023,12,Nong Khai,1.4723270440251577
2023,1,Nonthaburi,1.38125
2023,2,Nonthaburi,1.00625
2023,3,Nonthaburi,0.8562500000000001
2023,4,Nonthaburi,1.159375
2023,5,Nonthaburi,1.21875
2023,6,Nonthaburi,1.24375
2023,7,Nonthaburi,1.696875
2023,8,Nonthaburi,1.628125
2023,9,Nonthaburi,1.190625
2023,10,Nonthaburi,0.9375
2023,11,Nonthaburi,0.96875
2023,12,Nonthaburi,1.13125
2023,1,Pathum Thani,1.2876712328767124
2023,2,Pathum Thani,1.0219178082191782
2023,3,Pathum Thani,0.863013698630137
2023,4,Pathum Thani,1.173972602739726
2023,5,Pathum Thani,1.0273972602739727
2023,6,Pathum Thani,1.273972602739726
2023,7,Pathum Thani,1.652054794520548
2023,8,Pathum Thani,1.5123287671232877
2023,9,Pathum Thani,1.0534246575342467
2023,10,Pathum Thani,0.8643835616438357
2023,11,Pathum Thani,0.8972602739726028
2023,12,Pathum Thani,1.106849315068493
2023,1,Pattani,1.5285714285714285
2023,2,Pattani,2.2285714285714286
2023,3,Pattani,2.426373626373626
2023,4,Pattani,1.489010989010989
2023,5,Pattani,2.354945054945055
2023,6,Pattani,1.803296703296704
2023,7,Pattani,2.502197802197802
2023,8,Pattani,2.2846153846153845
2023,9,Pattani,1.675824175824176
2023,10,Pattani,0.9758241758241758
2023,11,Pattani,1.3208791208791208
2023,12,Pattani,2.3802197802197806
2023,1,Phangnga,2.014720812182741
2023,2,Phangnga,1.6624365482233503
2023,3,Phangnga,1.8304568527918783
2023,4,Phangnga,1.9441624365482235
2023,5,Phangnga,1.863959390862944
2023,6,Phangnga,1.7142131979695432
2023,7,Phangnga,2.076649746192893
2023,8,Phangnga,1.911167512690356
2023,9,Phangnga,1.6421319796954317
2023,10,Phangnga,1.3238578680203046
2023,11,Phangnga,1.503045685279188
2023,12,Phangnga,1.769035532994924
2023,1,Phatthalung,1.1911111111111112
2023,2,Phatthalung,1.8666666666666667
2023,3,Phatthalung,1.8816666666666664
2023,4,Phatthalung,1.2133333333333334
2023,5,Phatthalung,1.723888888888889
2023,6,Phatthalung,1.2727777777777778
2023,7,Phatthalung,1.961111111111111
2023,8,Phatthalung,1.6411111111111114
2023,9,Phatthalung,0.9888888888888888
2023,10,Phatthalung,0.8322222222222223
2023,11,Phatthalung,1.0961111111111113
2023,12,Phatthalung,1.7094444444444443
2023,1,Phayao,1.078032786885246
2023,2,Phayao,1.2137704918032786
2023,3,Phayao,1.1652459016393444
2023,4,Phayao,1.6691803278688526
2023,5,Phayao,1.4996721311475412
2023,6,Phayao,1.4908196721311475
2023,7,Phayao,1.4065573770491804
2023,8,Phayao,1.4721311475409835
2023,9,Phayao,1.1340983606557378
2023,10,Phayao,0.8954098360655739
2023,11,Phayao,0.9344262295081968
2023,12,Phayao,0.9419672131147542
2023,1,Phetchabun,1.4513245033112585
2023,2,Phetchabun,1.4375827814569535
2023,3,Phetchabun,1.5031456953642384
2023,4,Phetchabun,1.4614238410596028
2023,5,Phetchabun,1.237748344370861
2023,6,Phetchabun,1.3038079470198676
